"...1","placekey","region","sub_category","category_tags","visitor_home_cbg","count"
8456043,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","281099505014",10
8456044,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407053",10
8456045,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030411022",9
8456046,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407091",9
8456047,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","281099505022",8
8456048,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030408035",8
8456049,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030411031",8
8456050,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407103",8
8456051,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030410023",8
8456052,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030408033",8
8456053,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030411042",8
8456054,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030411023",7
8456055,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030408022",7
8456056,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407092",7
8456057,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030412044",7
8456058,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407043",7
8456059,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030410043",6
8456060,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","220710017511",6
8456061,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030409001",6
8456062,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030411012",6
8456063,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030401025",6
8456064,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407065",6
8456065,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030410022",6
8456066,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030409003",5
8456067,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","280450305003",5
8456068,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030412072",5
8456069,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030410021",5
8456070,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","220710134003",5
8456071,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030411025",5
8456072,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030412121",5
8456073,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407102",5
8456074,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407063",5
8456075,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030410042",5
8456076,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","280450305002",4
8456077,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030410034",4
8456078,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030410041",4
8456079,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407061",4
8456080,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","281099507002",4
8456081,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030403034",4
8456082,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030408031",4
8456083,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030408032",4
8456084,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","220710134002",4
8456085,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030406042",4
8456086,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","281099505021",4
8456087,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407011",4
8456088,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030412041",4
8456089,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030408012",4
8456090,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","130950104012",4
8456091,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030410031",4
8456092,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030406053",4
8456093,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030412022",4
8456094,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","481576731011",4
8456095,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","280450306022",4
8456096,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407062",4
8456097,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","280470006003",4
8456098,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030408024",4
8456099,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","480291213002",4
8456100,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","220510220011",4
8456101,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","220950703001",4
8456102,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030412112",4
8456103,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","220510230031",4
8456104,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","281099505013",4
8456105,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221059542001",4
8456106,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","281099505023",4
8456107,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","280490102021",4
8456108,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030401023",4
8456109,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","220710124001",4
8456110,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","281099504011",4
8456111,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","280470026001",4
8456112,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","220630408042",4
8456113,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","281099505011",4
8456114,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","120632110001",4
8456115,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","220550006025",4
8456116,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030413003",4
8456117,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221179505003",4
8456118,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030409002",4
8456119,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","280450301004",4
8456120,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030412102",4
8456121,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","482450003101",4
8456122,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","483396917001",4
8456123,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","220510202012",4
8456124,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221059541011",4
8456125,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","220710135001",4
8456126,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","280450303002",4
8456127,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030401022",4
8456128,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030410033",4
8456129,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030412101",4
8456130,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","120330025001",4
8609075,"restaurant_39","MI","Full-Service Restaurants","Sushi","260992430002",4
8609076,"restaurant_39","MI","Full-Service Restaurants","Sushi","260992238002",4
8609077,"restaurant_39","MI","Full-Service Restaurants","Sushi","260992241001",4
8808094,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710312012",23
8808095,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710323021",16
8808096,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710310032",15
8808097,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710324022",14
8808098,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","371190060051",13
8808099,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710324021",12
8808100,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710301021",12
8808101,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710311012",10
8808102,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710302042",9
8808103,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710301022",9
8808104,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","371190060071",8
8808105,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710335004",8
8808106,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710323013",7
8808107,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710321003",7
8808108,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710312022",7
8808109,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710323022",7
8808110,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710311022",7
8808111,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710322003",6
8808112,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","371199801001",6
8808113,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","371190059061",6
8808114,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710310042",5
8808115,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710313023",5
8808116,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710323023",5
8808117,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710311021",5
8808118,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710313012",5
8808119,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710302041",4
8808120,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710325082",4
8808121,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710327021",4
8808122,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","371190060063",4
8808123,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710325022",4
8808124,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710326004",4
8808125,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710333072",4
8808126,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710324014",4
8808127,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","371190043031",4
8808128,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710310011",4
8808129,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","371190059122",4
8808130,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710310041",4
8808131,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710312011",4
8808132,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","371190040004",4
8808133,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710335002",4
8808134,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710335003",4
8808135,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710311011",4
8808136,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710325021",4
8808137,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710309012",4
8808138,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710304012",4
8808139,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710333061",4
8808140,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710316004",4
8808141,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710303012",4
8808142,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","371190060091",4
8808143,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710310031",4
8808144,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710310013",4
8808145,"restaurant_96","NC","Full-Service Restaurants","Salad,Seafood,Steak House","370710313024",4
